pdb_id;organism_scientific_name;organism_synonyms;rank;genus;superkingdom;assembly_composition;assembly_type;entity_id
2d6f;Methanothermobacter thermautotrophicus;"Methanobacterium Thermoformicicum,Methanobacterium Thermalcaliphilum,Methanobacterium Thermoalcaliphilum,Methanothermobacter Thermautotrophicus (Methanobacterium Thermoformicicum),Mettf,Methanothermobacter Thermautotrophicus,""Methanobacterium Thermoautotrophicus"" Zeikus And Wolfe 1972,Methanothermobacter thermautotrophicus,Methanothermobacter,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea";species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Methanothermobacter;Archaea;RNA/protein complex;hexamer;3
2du3;Archaeoglobus fulgidus;Arcfl,Archaeoglobus Fulgidus,Archaeoglobus fulgidus,Archaeoglobus,Archaeoglobaceae,Archaeoglobales,Archaeoglobi,Euryarchaeota,Archaea;species,genus,family,order,class,phylum,superkingdom;Archaeoglobus;Archaea;RNA/protein complex;hexamer;1
2du3;Archaeoglobus fulgidus;Arcfl,Archaeoglobus Fulgidus,Archaeoglobus fulgidus,Archaeoglobus,Archaeoglobaceae,Archaeoglobales,Archaeoglobi,Euryarchaeota,Archaea;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Archaeoglobus;Archaea;RNA/protein complex;hexamer;2
1tfy;Archaeoglobus fulgidus;Arcfl,Archaeoglobus Fulgidus,Archaeoglobus fulgidus,Archaeoglobus,Archaeoglobaceae,Archaeoglobales,Archaeoglobi,Euryarchaeota,Archaea;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Archaeoglobus;Archaea;RNA/protein complex;hexamer;5
1tfw;Archaeoglobus fulgidus;Arcfl,Archaeoglobus Fulgidus,Archaeoglobus fulgidus,Archaeoglobus,Archaeoglobaceae,Archaeoglobales,Archaeoglobi,Euryarchaeota,Archaea;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Archaeoglobus;Archaea;RNA/protein complex;hexamer;5
3w1k;Aquifex aeolicus VF5;Aquifex Aeolicus Vf5,Aquifex Aeolicus Str. Vf5,Aquifex Aeolicus (Strain Vf5),Aquae,Aquifex aeolicus,Aquifex,Aquificaceae,Aquificales,Aquificia,Aquificota,Bacteria;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Aquifex;Bacteria;RNA/protein complex;icosamer;1
3w1k;Caldanaerobacter subterraneus subsp. tengcongensis MB4;Cals4,Thermoanaerobacter Tengcongensis Str. Mb4,Caldanaerobacter Subterraneus Subsp. Tengcongensis (Strain Dsm 15242 / Jcm 11007 / Nbrc 100824 / Mb4),Caldanaerobacter Subterraneus Subsp. Tengcongensis (Strain Dsm 15242 / Jcm 11007 / Nbrc 100824 / Mb4) (Thermoanaerobacter Tengcongensis),Caldanaerobacter Subterraneus Subsp. Tengcongensis Mb4,Thermoanaerobacter Tengcongensis,Thermoanaerobacter Tengcongensis Mb4,Thermoanaerobacter Tengcongensis Strain Mb4,Caldanaerobacter subterraneus,Caldanaerobacter,Thermoanaerobacteraceae,Thermoanaerobacterales,Clostridia,Bacillota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Caldanaerobacter;Bacteria;RNA/protein complex;icosamer;2
8uo6;HIV whole-genome vector AA1305#18;Hiv Whole-Genome Vector Aa1305#18,HIV whole-genome vector AA1305#18;species,species,genus,family,order,class,phylum,superkingdom;;;RNA structure;monomer;1
7lyf;Dengue virus 2;Dengue Virus 2,Dengue 2 Virus Den-2,Dengue Virus Type 2,Dengue Virus Type Ii,Dengue-2 Virus,Orthoflavivirus denguei,Orthoflavivirus,Flaviviridae,Amarillovirales,Flasuviricetes,Kitrinoviricota,Orthornavirae,Viruses;species,genus,family,order,class,phylum,kingdom,superkingdom,species,genus,family,order,class,phylum,superkingdom;Orthoflavivirus;Viruses;RNA structure;monomer;1
7lyg;Zika virus;Zika Virus,Zikv,Zika Virus (Zikv),Orthoflavivirus zikaense,Orthoflavivirus,Flaviviridae,Amarillovirales,Flasuviricetes,Kitrinoviricota,Orthornavirae,Viruses;species,genus,family,order,class,phylum,kingdom,superkingdom,species,genus,family,order,class,phylum,superkingdom;Orthoflavivirus;Viruses;RNA structure;monomer;1
8sp9;Homo sapiens,Coxsackievirus B3;Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota,Coxsackievirus B3 Cvb3,Coxsackievirus B3,Human Coxsackievirus B3,Cvb3,Enterovirus B,Enterovirus,Ensavirinae,Picornaviridae,Picornavirales,Pisoniviricetes,Pisuviricota,Orthornavirae,Viruses;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom,species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom,species,genus,family,order,class,phylum,superkingdom;Homo,Enterovirus;Eukaryota,Viruses;RNA structure;monomer;1
5l4o;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA structure;monomer;1
4tra;Saccharomyces cerevisiae;Saccharomyces Italicus,Saccharomyces Capensis,Saccharomyces Cerevisiae (Baker'S Yeast),Brewer'S Yeast,Mycoderma Cerevisiae,Saccharomyces Oviformis,S. Cerevisiae,Yeasx,Baker'S Yeast,Saccharomyces Cerevisiae,Saccharomyces Uvarum Var. Melibiosus,Candida Robusta,Saccharomyces cerevisiae,Saccharomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,Eukaryota;species,genus,family,order,class,phylum,kingdom,superkingdom;Saccharomyces;Eukaryota;RNA structure;monomer;1
4tna;Saccharomyces cerevisiae;Saccharomyces Italicus,Saccharomyces Capensis,Saccharomyces Cerevisiae (Baker'S Yeast),Brewer'S Yeast,Mycoderma Cerevisiae,Saccharomyces Oviformis,S. Cerevisiae,Yeasx,Baker'S Yeast,Saccharomyces Cerevisiae,Saccharomyces Uvarum Var. Melibiosus,Candida Robusta,Saccharomyces cerevisiae,Saccharomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,Eukaryota;species,genus,family,order,class,phylum,kingdom,superkingdom;Saccharomyces;Eukaryota;RNA structure;monomer;1
3tra;Saccharomyces cerevisiae;Saccharomyces Italicus,Saccharomyces Capensis,Saccharomyces Cerevisiae (Baker'S Yeast),Brewer'S Yeast,Mycoderma Cerevisiae,Saccharomyces Oviformis,S. Cerevisiae,Yeasx,Baker'S Yeast,Saccharomyces Cerevisiae,Saccharomyces Uvarum Var. Melibiosus,Candida Robusta,Saccharomyces cerevisiae,Saccharomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,Eukaryota;species,genus,family,order,class,phylum,kingdom,superkingdom;Saccharomyces;Eukaryota;RNA structure;monomer;1
2tra;Saccharomyces cerevisiae;Saccharomyces Italicus,Saccharomyces Capensis,Saccharomyces Cerevisiae (Baker'S Yeast),Brewer'S Yeast,Mycoderma Cerevisiae,Saccharomyces Oviformis,S. Cerevisiae,Yeasx,Baker'S Yeast,Saccharomyces Cerevisiae,Saccharomyces Uvarum Var. Melibiosus,Candida Robusta,Saccharomyces cerevisiae,Saccharomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,Eukaryota;species,genus,family,order,class,phylum,kingdom,superkingdom;Saccharomyces;Eukaryota;RNA structure;monomer;1
3rg5;Mus musculus;Nude Mice,Mus Musculus (Mouse),Transgenic Mice,Lk3 Transgenic Mice,Mus Sp. 129sv,House Mouse,Mouse,Mus Musculus,Mus musculus,Mus,Murinae,Muridae,Rodentia,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom;Mus;Eukaryota;RNA structure;monomer;1
4mgm;Geobacillus kaustophilus;Bacillus Kaustophilus,Geoku,Geobacillus Kaustophilus,Geobacillus kaustophilus,Geobacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Geobacillus;Bacteria;RNA structure;monomer;1
3cw5;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA structure;monomer;1
3l0u;Escherichia coli K-12;Ecoli,Escherichia Coli (Strain K12),Escherichia Coli K-12,Escherichia Coli K12,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA structure;monomer;1
3cw6;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA structure;monomer;1
6ugg;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA structure;monomer;1
6tna;Saccharomyces cerevisiae;Saccharomyces Italicus,Saccharomyces Capensis,Saccharomyces Cerevisiae (Baker'S Yeast),Brewer'S Yeast,Mycoderma Cerevisiae,Saccharomyces Oviformis,S. Cerevisiae,Yeasx,Baker'S Yeast,Saccharomyces Cerevisiae,Saccharomyces Uvarum Var. Melibiosus,Candida Robusta,Saccharomyces cerevisiae,Saccharomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,Eukaryota;species,genus,family,order,class,phylum,kingdom,superkingdom;Saccharomyces;Eukaryota;RNA structure;monomer;1
6ugj;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA structure;monomer;1
8s95;Human poliovirus 1 Mahoney,Homo sapiens;Human Poliovirus 1 Mahoney,Human Poliovirus 1 Strain Mahoney,Poliovirus Type 1 (Strain Mahoney),Pol1m,Enterovirus C,Enterovirus,Ensavirinae,Picornaviridae,Picornavirales,Pisoniviricetes,Pisuviricota,Orthornavirae,Viruses,Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom,species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom,species,genus,family,order,class,phylum,superkingdom;Enterovirus,Homo;Viruses,Eukaryota;RNA structure;monomer;1
6ugi;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA structure;monomer;1
1bz3;;;;;;RNA structure;monomer;1
1bz2;;;;;;RNA structure;monomer;1
1bzu;;;;;;RNA structure;monomer;1
1bzt;;;;;;RNA structure;monomer;1
1fl8;;;;;;RNA structure;monomer;1
1fir;Bos taurus;Cow,Domestic Cattle,Bos Taurus (Bovine),Bovidae Sp. Adi Nefas,Bos Primigenius Taurus,Dairy Cow,Ox,Bos Bovis,Cattle,Domestic Cow,Oxen,Bos Taurus,Bovine,Bovin,Bos taurus,Bos,Bovinae,Bovidae,Artiodactyla,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom;Bos;Eukaryota;RNA structure;monomer;1
2z9q;Thermus aquaticus;Theaq,Thermus Aquaticus,Thermus aquaticus,Thermus,Thermaceae,Thermales,Deinococci,Deinococcota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Thermus;Bacteria;RNA structure;monomer;1
1qza;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA structure;monomer;1
3a3a;Homo sapiens;Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom;Homo;Eukaryota;RNA structure;monomer;1
3bbv;Thermus thermophilus;"Theth,Thermus Aquaticus Flavus,Thermus Aquaticus (Subsp. Flavus),Thermus Aquaticus Thermophilus,""Flavobacterium Thermophilum"" Yoshida And Oshima 1971,Thermus Aquaticus (Subsp. Thermophilus),Thermus Thermophilus,Thermus Flavus,Thermus Aquaticus Subsp. Thermophilus,Thermus thermophilus,Thermus,Thermaceae,Thermales,Deinococci,Deinococcota,Bacteria";species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Thermus;Bacteria;RNA structure;monomer;1
7uz0;Geobacillus kaustophilus;Bacillus Kaustophilus,Geoku,Geobacillus Kaustophilus,Geobacillus kaustophilus,Geobacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Geobacillus;Bacteria;RNA structure;monomer;1
1j4y;;;;;;RNA structure;monomer;1
1qzb;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA structure;monomer;1
1kka;;;;;;RNA structure;monomer;1
1ikd;;;;;;RNA structure;monomer;1
1yfg;Saccharomyces cerevisiae;Saccharomyces Italicus,Saccharomyces Capensis,Saccharomyces Cerevisiae (Baker'S Yeast),Brewer'S Yeast,Mycoderma Cerevisiae,Saccharomyces Oviformis,S. Cerevisiae,Yeasx,Baker'S Yeast,Saccharomyces Cerevisiae,Saccharomyces Uvarum Var. Melibiosus,Candida Robusta,Saccharomyces cerevisiae,Saccharomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,Eukaryota;species,genus,family,order,class,phylum,kingdom,superkingdom;Saccharomyces;Eukaryota;RNA structure;monomer;1
1tra;Saccharomyces cerevisiae;Saccharomyces Italicus,Saccharomyces Capensis,Saccharomyces Cerevisiae (Baker'S Yeast),Brewer'S Yeast,Mycoderma Cerevisiae,Saccharomyces Oviformis,S. Cerevisiae,Yeasx,Baker'S Yeast,Saccharomyces Cerevisiae,Saccharomyces Uvarum Var. Melibiosus,Candida Robusta,Saccharomyces cerevisiae,Saccharomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,Eukaryota;species,genus,family,order,class,phylum,kingdom,superkingdom;Saccharomyces;Eukaryota;RNA structure;monomer;1
1tn1;Saccharomyces cerevisiae;Saccharomyces Italicus,Saccharomyces Capensis,Saccharomyces Cerevisiae (Baker'S Yeast),Brewer'S Yeast,Mycoderma Cerevisiae,Saccharomyces Oviformis,S. Cerevisiae,Yeasx,Baker'S Yeast,Saccharomyces Cerevisiae,Saccharomyces Uvarum Var. Melibiosus,Candida Robusta,Saccharomyces cerevisiae,Saccharomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,Eukaryota;species,genus,family,order,class,phylum,kingdom,superkingdom;Saccharomyces;Eukaryota;RNA structure;monomer;1
1tn2;Saccharomyces cerevisiae;Saccharomyces Italicus,Saccharomyces Capensis,Saccharomyces Cerevisiae (Baker'S Yeast),Brewer'S Yeast,Mycoderma Cerevisiae,Saccharomyces Oviformis,S. Cerevisiae,Yeasx,Baker'S Yeast,Saccharomyces Cerevisiae,Saccharomyces Uvarum Var. Melibiosus,Candida Robusta,Saccharomyces cerevisiae,Saccharomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,Eukaryota;species,genus,family,order,class,phylum,kingdom,superkingdom;Saccharomyces;Eukaryota;RNA structure;monomer;1
7urm;metagenome;Environmental Sequence,Metagenome,Metagenome Sequence,metagenome;species;;;RNA structure;monomer;1
7uri;metagenome;Environmental Sequence,Metagenome,Metagenome Sequence,metagenome;species;;;RNA structure;monomer;1
1a9l;Haloferax volcanii;Haloferax Volcanii,Haloferax Volcanii (Halobacterium Volcanii),Haloferax Sp. Brth2,Halobacterium Volcanii,Halvo,Haloferax volcanii,Haloferax,Haloferacaceae,Halobacteriales,Halobacteria,Euryarchaeota,Archaea;species,genus,family,order,class,phylum,superkingdom;Haloferax;Archaea;RNA structure;monomer;1
4x4t;Archaeoglobus fulgidus DSM 4304;Arcfu,Archaeoglobus Fulgidus Str. Dsm 4304,Archaeoglobus Fulgidus Dsm 4304,Archaeoglobus Fulgidus Vc-16,Archaeoglobus Fulgidus (Strain Atcc 49558 / Dsm 4304 / Jcm 9628 / Nbrc 100126 / Vc-16),Archaeoglobus Fulgidus Strain Dsm 4304,Archaeoglobus fulgidus,Archaeoglobus,Archaeoglobaceae,Archaeoglobales,Archaeoglobi,Euryarchaeota,Archaea;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Archaeoglobus;Archaea;RNA/protein complex;nonamer;1
4x4t;Homo sapiens;Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom;Homo;Eukaryota;RNA/protein complex;nonamer;2
4x4t;Homo sapiens;Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom;Homo;Eukaryota;RNA/protein complex;nonamer;3
3eq3;Escherichia coli K-12;Ecoli,Escherichia Coli (Strain K12),Escherichia Coli K-12,Escherichia Coli K12,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;nonamer;4
3eq4;Escherichia coli K-12;Ecoli,Escherichia Coli (Strain K12),Escherichia Coli K-12,Escherichia Coli K12,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;nonamer;4
3ep2;Escherichia coli K-12;Ecoli,Escherichia Coli (Strain K12),Escherichia Coli K-12,Escherichia Coli K12,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;nonamer;4
5a8l;Homo sapiens;Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom;Homo;Eukaryota;RNA/protein complex;nonamer;6
4by9;Pyrococcus furiosus;Pyrococcus Furiosus,Pyrococcus furiosus,Pyrococcus,Thermococcaceae,Thermococcales,Thermococci,Euryarchaeota,Archaea;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Pyrococcus;Archaea;RNA/protein complex;octadecamer;4
3j0p;Oryctolagus cuniculus;New Zealand Rabbit,Rabbit,Oryctolagus Cuniculus (Rabbit),European Rabbit,Oryctolagus Cuniculus,Japanese White Rabbit,Rabit,Domestic Rabbit,Lepus Cuniculus,Rabbits,Oryctolagus cuniculus,Oryctolagus,Leporidae,Lagomorpha,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,family,order,class,phylum,kingdom,superkingdom;Oryctolagus;Eukaryota;RNA/protein complex;octadecamer;15
3j0p;Oryctolagus cuniculus;New Zealand Rabbit,Rabbit,Oryctolagus Cuniculus (Rabbit),European Rabbit,Oryctolagus Cuniculus,Japanese White Rabbit,Rabit,Domestic Rabbit,Lepus Cuniculus,Rabbits,Oryctolagus cuniculus,Oryctolagus,Leporidae,Lagomorpha,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,family,order,class,phylum,kingdom,superkingdom;Oryctolagus;Eukaryota;RNA/protein complex;octadecamer;17
4x4n;Archaeoglobus fulgidus DSM 4304;Arcfu,Archaeoglobus Fulgidus Str. Dsm 4304,Archaeoglobus Fulgidus Dsm 4304,Archaeoglobus Fulgidus Vc-16,Archaeoglobus Fulgidus (Strain Atcc 49558 / Dsm 4304 / Jcm 9628 / Nbrc 100126 / Vc-16),Archaeoglobus Fulgidus Strain Dsm 4304,Archaeoglobus fulgidus,Archaeoglobus,Archaeoglobaceae,Archaeoglobales,Archaeoglobi,Euryarchaeota,Archaea;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Archaeoglobus;Archaea;RNA/protein complex;octamer;1
4x4n;Homo sapiens;Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom;Homo;Eukaryota;RNA/protein complex;octamer;2
3id5;Saccharolobus solfataricus;Sacso,Saccharolobus Solfataricus (Sulfolobus Solfataricus),Saccharolobus Solfataricus,Sulfolobus Solfataricus,Saccharolobus solfataricus,Saccharolobus,Sulfolobaceae,Sulfolobales,Thermoprotei,Thermoproteota,Archaea;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Saccharolobus;Archaea;RNA/protein complex;octamer;2
3j5s;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;octamer;3
7xpl;Saccharolobus solfataricus 98/2;Saccharolobus Solfataricus (Strain 98/2) (Sulfolobus Solfataricus),Saccharolobus Solfataricus (Strain 98/2),Saccharolobus Solfataricus 98/2,Sulfolobus Solfataricus,Sulfolobus Solfataricus 98/2,Sacs9,Saccharolobus solfataricus,Saccharolobus,Sulfolobaceae,Sulfolobales,Thermoprotei,Thermoproteota,Archaea;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Saccharolobus;Archaea;RNA/protein complex;octamer;2
1mj1;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;octamer;1
6swe;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;pentadecamer;14
1eg0;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;pentadecamer;4
1fcw;Saccharomyces cerevisiae;Saccharomyces Italicus,Saccharomyces Capensis,Saccharomyces Cerevisiae (Baker'S Yeast),Brewer'S Yeast,Mycoderma Cerevisiae,Saccharomyces Oviformis,S. Cerevisiae,Yeasx,Baker'S Yeast,Saccharomyces Cerevisiae,Saccharomyces Uvarum Var. Melibiosus,Candida Robusta,Saccharomyces cerevisiae,Saccharomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,Eukaryota;species,genus,family,order,class,phylum,kingdom,superkingdom;Saccharomyces;Eukaryota;RNA structure;pentamer;1
8iss;Homo sapiens;Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom,species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom;Homo;Eukaryota;RNA/protein complex;pentamer;1
